product_id,product_name,category,base_price
1063,CLOTHING_ITEM_1063,CLOTHING,2179.34
1064,ELECTRONICS_ITEM_1064,ELECTRONICS,6207.33
1065,HOME_ITEM_1065,HOME,510.07
1066,GROCERY_ITEM_1066,GROCERY,2245.76
1067,HOME_ITEM_1067,HOME,1594.79
1068,TOYS_ITEM_1068,TOYS,5617.67
1069,GROCERY_ITEM_1069,GROCERY,210.6
1070,ELECTRONICS_ITEM_1070,ELECTRONICS,3648.95
1071,ELECTRONICS_ITEM_1071,ELECTRONICS,3148.4
1072,ELECTRONICS_ITEM_1072,ELECTRONICS,6080.8
1073,ELECTRONICS_ITEM_1073,ELECTRONICS,6093.19
1074,CLOTHING_ITEM_1074,CLOTHING,377.73
1075,CLOTHING_ITEM_1075,CLOTHING,5699.27
1076,ELECTRONICS_ITEM_1076,ELECTRONICS,5592.07
1077,GROCERY_ITEM_1077,GROCERY,4635.61
1078,HOME_ITEM_1078,HOME,6784.87
1079,TOYS_ITEM_1079,TOYS,8109.39
1080,ELECTRONICS_ITEM_1080,ELECTRONICS,6054.4
1081,TOYS_ITEM_1081,TOYS,4704.99
1082,ELECTRONICS_ITEM_1082,ELECTRONICS,6609.35
1083,CLOTHING_ITEM_1083,CLOTHING,7527.67
1084,HOME_ITEM_1084,HOME,4606.18
1085,TOYS_ITEM_1085,TOYS,289.27
1086,HOME_ITEM_1086,HOME,5082.51
1087,CLOTHING_ITEM_1087,CLOTHING,3069.31
1088,HOME_ITEM_1088,HOME,9806.39
1089,HOME_ITEM_1089,HOME,6095.28
1090,TOYS_ITEM_1090,TOYS,2258.71
1091,GROCERY_ITEM_1091,GROCERY,6816.07
1092,TOYS_ITEM_1092,TOYS,6356.14
1093,ELECTRONICS_ITEM_1093,ELECTRONICS,5204.5
1094,TOYS_ITEM_1094,TOYS,1629.75
1095,CLOTHING_ITEM_1095,CLOTHING,9058.95
1096,GROCERY_ITEM_1096,GROCERY,5317.31
1097,CLOTHING_ITEM_1097,CLOTHING,5813.85
1098,CLOTHING_ITEM_1098,CLOTHING,7881.94
1099,HOME_ITEM_1099,HOME,1693.42
1100,HOME_ITEM_1100,HOME,7937.93
1101,HOME_ITEM_1101,HOME,3834.21
1102,ELECTRONICS_ITEM_1102,ELECTRONICS,2146.62
1103,ELECTRONICS_ITEM_1103,ELECTRONICS,3307.57
1104,ELECTRONICS_ITEM_1104,ELECTRONICS,4904.02
1105,CLOTHING_ITEM_1105,CLOTHING,7192.51
1106,HOME_ITEM_1106,HOME,9222.03
1107,TOYS_ITEM_1107,TOYS,7130.46
1108,HOME_ITEM_1108,HOME,9611.39
1109,CLOTHING_ITEM_1109,CLOTHING,4701.87
1110,ELECTRONICS_ITEM_1110,ELECTRONICS,7820.53
1111,ELECTRONICS_ITEM_1111,ELECTRONICS,2570.49
1112,CLOTHING_ITEM_1112,CLOTHING,8758.62
1113,HOME_ITEM_1113,HOME,4191.07
1114,GROCERY_ITEM_1114,GROCERY,507.43
1115,GROCERY_ITEM_1115,GROCERY,9376.54
1116,CLOTHING_ITEM_1116,CLOTHING,6014.98
1117,HOME_ITEM_1117,HOME,914.99
1118,GROCERY_ITEM_1118,GROCERY,9804.19
1119,TOYS_ITEM_1119,TOYS,3988.76
1120,TOYS_ITEM_1120,TOYS,8146.87
1121,HOME_ITEM_1121,HOME,7589.63
1122,TOYS_ITEM_1122,TOYS,6969.2
1123,HOME_ITEM_1123,HOME,9429.33
1124,TOYS_ITEM_1124,TOYS,9671.34
1125,CLOTHING_ITEM_1125,CLOTHING,9720.04
1126,TOYS_ITEM_1126,TOYS,8946.63
1127,CLOTHING_ITEM_1127,CLOTHING,8900.46
1128,ELECTRONICS_ITEM_1128,ELECTRONICS,6817.8
1129,TOYS_ITEM_1129,TOYS,3634.25
1130,TOYS_ITEM_1130,TOYS,9572.91
1131,TOYS_ITEM_1131,TOYS,7087.4
1132,HOME_ITEM_1132,HOME,8010.02
1133,ELECTRONICS_ITEM_1133,ELECTRONICS,6688.85
1134,CLOTHING_ITEM_1134,CLOTHING,518.15
1135,TOYS_ITEM_1135,TOYS,9751.42
1136,ELECTRONICS_ITEM_1136,ELECTRONICS,6969.26
1137,ELECTRONICS_ITEM_1137,ELECTRONICS,8694.83
1138,TOYS_ITEM_1138,TOYS,2513.36
1139,GROCERY_ITEM_1139,GROCERY,1256.99
1140,TOYS_ITEM_1140,TOYS,7424.96
1141,CLOTHING_ITEM_1141,CLOTHING,4715.71
1142,TOYS_ITEM_1142,TOYS,727.76
1143,ELECTRONICS_ITEM_1143,ELECTRONICS,6471.74
1144,ELECTRONICS_ITEM_1144,ELECTRONICS,4964.9
1145,HOME_ITEM_1145,HOME,6044.55
1146,ELECTRONICS_ITEM_1146,ELECTRONICS,6334.8
1147,TOYS_ITEM_1147,TOYS,5532.79
1148,GROCERY_ITEM_1148,GROCERY,956.04
1149,ELECTRONICS_ITEM_1149,ELECTRONICS,1641.43
1150,GROCERY_ITEM_1150,GROCERY,813.95
1151,ELECTRONICS_ITEM_1151,ELECTRONICS,1003.21
1152,CLOTHING_ITEM_1152,CLOTHING,1844.79
1153,GROCERY_ITEM_1153,GROCERY,6290.47
1154,ELECTRONICS_ITEM_1154,ELECTRONICS,5820.4
1155,CLOTHING_ITEM_1155,CLOTHING,1561.43
1156,GROCERY_ITEM_1156,GROCERY,9285.4
1157,ELECTRONICS_ITEM_1157,ELECTRONICS,8146.2
1158,HOME_ITEM_1158,HOME,6389.74
1159,ELECTRONICS_ITEM_1159,ELECTRONICS,6804.95
1160,CLOTHING_ITEM_1160,CLOTHING,7691.83
1161,TOYS_ITEM_1161,TOYS,5555.47
1162,GROCERY_ITEM_1162,GROCERY,1721.22
1163,GROCERY_ITEM_1163,GROCERY,1876.73
1164,GROCERY_ITEM_1164,GROCERY,5515.18
1165,HOME_ITEM_1165,HOME,4864.87
1166,GROCERY_ITEM_1166,GROCERY,8345.75
1167,ELECTRONICS_ITEM_1167,ELECTRONICS,6243.13
1168,TOYS_ITEM_1168,TOYS,230.77
1169,ELECTRONICS_ITEM_1169,ELECTRONICS,1021.95
1170,HOME_ITEM_1170,,4885.28
1171,CLOTHING_ITEM_1171,CLOTHING,4018.59
1172,TOYS_ITEM_1172,TOYS,6990.0
1173,GROCERY_ITEM_1173,GROCERY,127.64
1174,GROCERY_ITEM_1174,GROCERY,6918.1
1175,TOYS_ITEM_1175,TOYS,6406.6
1176,GROCERY_ITEM_1176,GROCERY,9514.61
1177,HOME_ITEM_1177,HOME,8694.75
1178,ELECTRONICS_ITEM_1178,ELECTRONICS,8217.25
1179,ELECTRONICS_ITEM_1179,ELECTRONICS,9393.16
1180,CLOTHING_ITEM_1180,CLOTHING,5319.51
1181,CLOTHING_ITEM_1181,CLOTHING,9912.32
1182,TOYS_ITEM_1182,TOYS,9101.22
1183,HOME_ITEM_1183,HOME,1181.64
1184,GROCERY_ITEM_1184,GROCERY,3160.53
1185,HOME_ITEM_1185,HOME,3079.23
1186,TOYS_ITEM_1186,TOYS,1196.93
1187,HOME_ITEM_1187,HOME,9764.87
1188,GROCERY_ITEM_1188,GROCERY,8984.2
1189,TOYS_ITEM_1189,TOYS,4549.35
1190,ELECTRONICS_ITEM_1190,ELECTRONICS,4852.2
1191,TOYS_ITEM_1191,TOYS,9675.26
1192,GROCERY_ITEM_1192,GROCERY,8445.47
1193,GROCERY_ITEM_1193,GROCERY,513.54
1194,ELECTRONICS_ITEM_1194,ELECTRONICS,6585.05
1195,TOYS_ITEM_1195,TOYS,146.22
1196,TOYS_ITEM_1196,TOYS,9334.27
1197,ELECTRONICS_ITEM_1197,ELECTRONICS,2866.17
1198,TOYS_ITEM_1198,TOYS,6433.05
1199,ELECTRONICS_ITEM_1199,ELECTRONICS,8381.89
1200,ELECTRONICS_ITEM_1200,ELECTRONICS,1176.9
1201,GROCERY_ITEM_1201,GROCERY,298.82
1202,TOYS_ITEM_1202,TOYS,8710.82
1203,ELECTRONICS_ITEM_1203,ELECTRONICS,1820.59
1204,GROCERY_ITEM_1204,GROCERY,5486.53
1205,ELECTRONICS_ITEM_1205,ELECTRONICS,6848.25
1206,CLOTHING_ITEM_1206,CLOTHING,1909.68
1207,HOME_ITEM_1207,HOME,3874.59
1208,CLOTHING_ITEM_1208,CLOTHING,1518.18
1209,GROCERY_ITEM_1209,GROCERY,8846.36
1210,GROCERY_ITEM_1210,GROCERY,2241.41
1211,GROCERY_ITEM_1211,GROCERY,4394.7
1212,TOYS_ITEM_1212,TOYS,3495.91
1213,CLOTHING_ITEM_1213,CLOTHING,1697.96
1214,ELECTRONICS_ITEM_1214,ELECTRONICS,1716.28
1215,HOME_ITEM_1215,HOME,4966.37
1216,GROCERY_ITEM_1216,GROCERY,1060.06
1217,GROCERY_ITEM_1217,GROCERY,4038.87
1218,TOYS_ITEM_1218,TOYS,1152.63
1219,HOME_ITEM_1219,HOME,9872.8
1220,HOME_ITEM_1220,HOME,7956.92
1221,TOYS_ITEM_1221,TOYS,4143.77
1222,ELECTRONICS_ITEM_1222,ELECTRONICS,9533.2
1223,GROCERY_ITEM_1223,GROCERY,1836.21
1224,GROCERY_ITEM_1224,GROCERY,3364.27
1225,TOYS_ITEM_1225,TOYS,3999.92
1226,CLOTHING_ITEM_1226,CLOTHING,7552.42
1227,HOME_ITEM_1227,HOME,4452.11
1228,GROCERY_ITEM_1228,GROCERY,1747.79
1229,GROCERY_ITEM_1229,GROCERY,6167.18
1230,CLOTHING_ITEM_1230,CLOTHING,882.51
1231,CLOTHING_ITEM_1231,CLOTHING,2126.72
1232,GROCERY_ITEM_1232,GROCERY,2864.99
1233,GROCERY_ITEM_1233,GROCERY,3642.09
1234,ELECTRONICS_ITEM_1234,ELECTRONICS,822.16
1235,TOYS_ITEM_1235,TOYS,2846.07
1236,GROCERY_ITEM_1236,GROCERY,653.45
1237,CLOTHING_ITEM_1237,CLOTHING,323.31
1238,CLOTHING_ITEM_1238,CLOTHING,7963.89
1239,GROCERY_ITEM_1239,GROCERY,5299.8
1240,TOYS_ITEM_1240,TOYS,3233.1
1241,TOYS_ITEM_1241,TOYS,2947.57
1242,HOME_ITEM_1242,HOME,4493.48
1243,ELECTRONICS_ITEM_1243,ELECTRONICS,7827.61
1244,TOYS_ITEM_1244,TOYS,2542.51
1245,HOME_ITEM_1245,HOME,6119.22
1246,GROCERY_ITEM_1246,GROCERY,7351.67
1247,TOYS_ITEM_1247,TOYS,6567.76
1248,ELECTRONICS_ITEM_1248,ELECTRONICS,9962.08
1249,HOME_ITEM_1249,HOME,3957.4
1250,CLOTHING_ITEM_1250,CLOTHING,8316.24
1251,CLOTHING_ITEM_1251,CLOTHING,9340.95
1252,ELECTRONICS_ITEM_1252,ELECTRONICS,3253.21
1253,GROCERY_ITEM_1253,GROCERY,887.9
1254,ELECTRONICS_ITEM_1254,ELECTRONICS,4446.57
1255,HOME_ITEM_1255,HOME,6430.35
1256,HOME_ITEM_1256,HOME,2461.63
1257,ELECTRONICS_ITEM_1257,ELECTRONICS,5507.55
1258,TOYS_ITEM_1258,TOYS,306.7
1259,TOYS_ITEM_1259,TOYS,9082.36
1260,ELECTRONICS_ITEM_1260,ELECTRONICS,158.28
1261,GROCERY_ITEM_1261,GROCERY,945.41
1262,ELECTRONICS_ITEM_1262,ELECTRONICS,678.95
1263,ELECTRONICS_ITEM_1263,ELECTRONICS,2593.41
1264,HOME_ITEM_1264,HOME,8959.14
1265,HOME_ITEM_1265,HOME,5364.93
1266,GROCERY_ITEM_1266,GROCERY,8863.66
1267,TOYS_ITEM_1267,TOYS,443.43
1268,GROCERY_ITEM_1268,GROCERY,1828.76
1269,GROCERY_ITEM_1269,GROCERY,4042.24
1270,GROCERY_ITEM_1270,GROCERY,708.13
1271,HOME_ITEM_1271,HOME,6398.47
1272,CLOTHING_ITEM_1272,,8565.82
1273,HOME_ITEM_1273,HOME,8029.62
1274,GROCERY_ITEM_1274,GROCERY,4635.84
1275,HOME_ITEM_1275,HOME,2751.59
1276,CLOTHING_ITEM_1276,CLOTHING,9394.65
1277,HOME_ITEM_1277,HOME,5689.07
1278,TOYS_ITEM_1278,TOYS,5583.7
1279,ELECTRONICS_ITEM_1279,ELECTRONICS,6326.02
1280,GROCERY_ITEM_1280,GROCERY,1677.1
1281,CLOTHING_ITEM_1281,CLOTHING,8303.12
1282,HOME_ITEM_1282,HOME,7395.85
1283,TOYS_ITEM_1283,TOYS,301.14
1284,CLOTHING_ITEM_1284,CLOTHING,5453.1
1285,GROCERY_ITEM_1285,GROCERY,9403.33
1286,TOYS_ITEM_1286,TOYS,9827.5
1287,TOYS_ITEM_1287,TOYS,1248.68
1288,GROCERY_ITEM_1288,GROCERY,9143.44
1289,GROCERY_ITEM_1289,GROCERY,9968.1
1290,CLOTHING_ITEM_1290,CLOTHING,8218.41
1291,CLOTHING_ITEM_1291,CLOTHING,7002.07
1292,HOME_ITEM_1292,HOME,7967.5
1293,HOME_ITEM_1293,HOME,4673.98
1294,HOME_ITEM_1294,HOME,9026.09
1295,TOYS_ITEM_1295,TOYS,8612.09
1296,ELECTRONICS_ITEM_1296,ELECTRONICS,2716.34
1297,HOME_ITEM_1297,HOME,7391.05
1298,GROCERY_ITEM_1298,GROCERY,4865.2
1299,TOYS_ITEM_1299,TOYS,1575.12
1300,GROCERY_ITEM_1300,GROCERY,4526.01
1301,CLOTHING_ITEM_1301,CLOTHING,3344.51
1302,HOME_ITEM_1302,HOME,8706.52
1303,HOME_ITEM_1303,HOME,7595.9
1304,GROCERY_ITEM_1304,,1332.92
1305,ELECTRONICS_ITEM_1305,ELECTRONICS,6671.53
1306,TOYS_ITEM_1306,TOYS,91.75
1307,CLOTHING_ITEM_1307,CLOTHING,9574.66
1308,CLOTHING_ITEM_1308,CLOTHING,4548.56
1309,ELECTRONICS_ITEM_1309,ELECTRONICS,4432.26
1310,ELECTRONICS_ITEM_1310,ELECTRONICS,3259.82
1311,ELECTRONICS_ITEM_1311,ELECTRONICS,7298.86
1312,GROCERY_ITEM_1312,GROCERY,6191.82
1313,CLOTHING_ITEM_1313,CLOTHING,6379.3
1314,ELECTRONICS_ITEM_1314,ELECTRONICS,5344.55
1315,TOYS_ITEM_1315,TOYS,5662.08
1316,HOME_ITEM_1316,HOME,7849.21
1317,CLOTHING_ITEM_1317,CLOTHING,7102.1
1318,HOME_ITEM_1318,HOME,1787.78
1319,HOME_ITEM_1319,HOME,9575.3
1320,TOYS_ITEM_1320,TOYS,6096.46
1321,ELECTRONICS_ITEM_1321,ELECTRONICS,2188.86
1322,CLOTHING_ITEM_1322,CLOTHING,7020.84
1323,GROCERY_ITEM_1323,GROCERY,1675.92
1324,CLOTHING_ITEM_1324,CLOTHING,348.63
1325,TOYS_ITEM_1325,TOYS,2464.65
1326,TOYS_ITEM_1326,TOYS,4038.79
1327,HOME_ITEM_1327,HOME,1994.71
1328,TOYS_ITEM_1328,TOYS,8009.11
1329,CLOTHING_ITEM_1329,CLOTHING,7669.62
1330,CLOTHING_ITEM_1330,CLOTHING,5360.47
1331,CLOTHING_ITEM_1331,CLOTHING,1396.39
1332,HOME_ITEM_1332,HOME,2522.2
1333,TOYS_ITEM_1333,TOYS,2363.56
1334,HOME_ITEM_1334,HOME,7970.84
1335,CLOTHING_ITEM_1335,CLOTHING,1352.16
1336,ELECTRONICS_ITEM_1336,ELECTRONICS,6047.96
1337,TOYS_ITEM_1337,TOYS,7343.78
1338,HOME_ITEM_1338,HOME,6632.06
1339,HOME_ITEM_1339,HOME,1701.92
1340,ELECTRONICS_ITEM_1340,ELECTRONICS,4759.55
1341,CLOTHING_ITEM_1341,,9734.43
1342,ELECTRONICS_ITEM_1342,ELECTRONICS,8312.84
1343,CLOTHING_ITEM_1343,CLOTHING,8954.79
1344,HOME_ITEM_1344,HOME,6326.15
1345,GROCERY_ITEM_1345,GROCERY,8528.39
1346,HOME_ITEM_1346,HOME,4270.06
1347,ELECTRONICS_ITEM_1347,ELECTRONICS,2738.19
1348,GROCERY_ITEM_1348,,1211.07
1349,ELECTRONICS_ITEM_1349,ELECTRONICS,964.07
1350,HOME_ITEM_1350,HOME,6912.65
1351,CLOTHING_ITEM_1351,CLOTHING,8828.28
1352,CLOTHING_ITEM_1352,CLOTHING,1811.67
1353,HOME_ITEM_1353,HOME,2157.22
1354,ELECTRONICS_ITEM_1354,ELECTRONICS,8007.12
1355,TOYS_ITEM_1355,TOYS,5588.22
1356,ELECTRONICS_ITEM_1356,ELECTRONICS,8874.6
1357,ELECTRONICS_ITEM_1357,ELECTRONICS,3676.15
1358,GROCERY_ITEM_1358,GROCERY,2868.96
1359,CLOTHING_ITEM_1359,CLOTHING,3669.87
1360,GROCERY_ITEM_1360,GROCERY,7414.96
1361,CLOTHING_ITEM_1361,CLOTHING,2073.69
1362,CLOTHING_ITEM_1362,CLOTHING,9343.45
1363,GROCERY_ITEM_1363,GROCERY,821.09
1364,HOME_ITEM_1364,HOME,3428.36
1365,TOYS_ITEM_1365,TOYS,2686.52
1366,TOYS_ITEM_1366,TOYS,3357.88
1367,CLOTHING_ITEM_1367,CLOTHING,1708.67
1368,GROCERY_ITEM_1368,GROCERY,6336.18
1369,TOYS_ITEM_1369,TOYS,7200.0
1370,ELECTRONICS_ITEM_1370,ELECTRONICS,8570.12
1371,CLOTHING_ITEM_1371,CLOTHING,3816.73
1372,TOYS_ITEM_1372,TOYS,1141.12
1373,CLOTHING_ITEM_1373,CLOTHING,792.21
1374,TOYS_ITEM_1374,,1156.87
1375,HOME_ITEM_1375,,2767.45
1376,HOME_ITEM_1376,HOME,6434.73
1377,ELECTRONICS_ITEM_1377,ELECTRONICS,9025.65
1378,HOME_ITEM_1378,HOME,2918.32
1379,TOYS_ITEM_1379,TOYS,5982.51
1380,TOYS_ITEM_1380,TOYS,9907.44
1381,ELECTRONICS_ITEM_1381,ELECTRONICS,2569.2
1382,ELECTRONICS_ITEM_1382,ELECTRONICS,3265.93
1383,TOYS_ITEM_1383,TOYS,6202.3
1384,HOME_ITEM_1384,HOME,3777.84
1385,TOYS_ITEM_1385,TOYS,8129.22
1386,CLOTHING_ITEM_1386,CLOTHING,2436.66
1387,GROCERY_ITEM_1387,GROCERY,658.5
1388,CLOTHING_ITEM_1388,CLOTHING,8104.73
1389,CLOTHING_ITEM_1389,CLOTHING,3717.41
1390,GROCERY_ITEM_1390,GROCERY,7979.53
1391,ELECTRONICS_ITEM_1391,ELECTRONICS,8573.49
1392,HOME_ITEM_1392,HOME,8840.26
1393,ELECTRONICS_ITEM_1393,ELECTRONICS,9178.14
1394,ELECTRONICS_ITEM_1394,ELECTRONICS,534.73
1395,HOME_ITEM_1395,HOME,8137.03
1396,TOYS_ITEM_1396,TOYS,1756.59
1397,CLOTHING_ITEM_1397,CLOTHING,7414.49
1398,GROCERY_ITEM_1398,GROCERY,305.83
1399,TOYS_ITEM_1399,TOYS,963.31
1400,CLOTHING_ITEM_1400,CLOTHING,4074.79
1401,CLOTHING_ITEM_1401,CLOTHING,9045.69
1402,ELECTRONICS_ITEM_1402,ELECTRONICS,7440.73
1403,TOYS_ITEM_1403,TOYS,6417.53
1404,HOME_ITEM_1404,HOME,9400.71
1405,CLOTHING_ITEM_1405,CLOTHING,2095.6
1406,GROCERY_ITEM_1406,GROCERY,9878.47
1407,GROCERY_ITEM_1407,GROCERY,9213.12
1408,HOME_ITEM_1408,HOME,181.8
1409,HOME_ITEM_1409,HOME,7376.99
1410,TOYS_ITEM_1410,TOYS,3923.1
1411,GROCERY_ITEM_1411,GROCERY,3807.32
1412,TOYS_ITEM_1412,TOYS,6285.22
1413,ELECTRONICS_ITEM_1413,ELECTRONICS,7512.02
1414,CLOTHING_ITEM_1414,CLOTHING,6091.0
1415,ELECTRONICS_ITEM_1415,ELECTRONICS,7999.85
1416,GROCERY_ITEM_1416,GROCERY,5212.78
1417,HOME_ITEM_1417,HOME,5997.33
1418,GROCERY_ITEM_1418,GROCERY,3888.29
1419,GROCERY_ITEM_1419,GROCERY,4276.17
1420,CLOTHING_ITEM_1420,,4405.82
1421,CLOTHING_ITEM_1421,CLOTHING,5834.02
1422,GROCERY_ITEM_1422,GROCERY,1119.44
1423,ELECTRONICS_ITEM_1423,ELECTRONICS,3218.29
1424,ELECTRONICS_ITEM_1424,ELECTRONICS,7285.11
1425,ELECTRONICS_ITEM_1425,ELECTRONICS,859.9
1426,GROCERY_ITEM_1426,GROCERY,66.39
1427,CLOTHING_ITEM_1427,CLOTHING,7627.32
1428,ELECTRONICS_ITEM_1428,ELECTRONICS,9108.13
1429,HOME_ITEM_1429,HOME,1692.32
1430,TOYS_ITEM_1430,TOYS,5434.28
1431,TOYS_ITEM_1431,TOYS,9621.14
1432,ELECTRONICS_ITEM_1432,ELECTRONICS,1172.56
1433,ELECTRONICS_ITEM_1433,ELECTRONICS,647.78
1434,HOME_ITEM_1434,HOME,8891.21
1435,CLOTHING_ITEM_1435,CLOTHING,7487.95
1436,TOYS_ITEM_1436,TOYS,5502.56
1437,ELECTRONICS_ITEM_1437,ELECTRONICS,3750.66
1438,HOME_ITEM_1438,HOME,6203.85
1439,HOME_ITEM_1439,HOME,6197.97
1440,HOME_ITEM_1440,HOME,5077.29
1441,CLOTHING_ITEM_1441,CLOTHING,1681.07
1442,GROCERY_ITEM_1442,GROCERY,6490.95
1443,CLOTHING_ITEM_1443,CLOTHING,893.53
1444,CLOTHING_ITEM_1444,CLOTHING,1407.33
1445,HOME_ITEM_1445,HOME,187.71
1446,HOME_ITEM_1446,HOME,2267.24
1447,HOME_ITEM_1447,HOME,1737.32
1448,TOYS_ITEM_1448,TOYS,9177.7
1449,GROCERY_ITEM_1449,GROCERY,7198.11
1450,CLOTHING_ITEM_1450,CLOTHING,5809.21
1451,ELECTRONICS_ITEM_1451,ELECTRONICS,5212.25
1452,CLOTHING_ITEM_1452,CLOTHING,7411.68
1453,TOYS_ITEM_1453,TOYS,2768.94
1454,CLOTHING_ITEM_1454,CLOTHING,6614.0
1455,HOME_ITEM_1455,HOME,2172.73
1456,HOME_ITEM_1456,HOME,7038.16
1457,TOYS_ITEM_1457,TOYS,5063.24
1458,TOYS_ITEM_1458,TOYS,2334.74
1459,CLOTHING_ITEM_1459,CLOTHING,3178.2
1460,HOME_ITEM_1460,HOME,5769.08
1461,TOYS_ITEM_1461,TOYS,6431.06
1462,ELECTRONICS_ITEM_1462,ELECTRONICS,3930.03
1463,HOME_ITEM_1463,HOME,207.9
1464,CLOTHING_ITEM_1464,CLOTHING,7212.91
1465,GROCERY_ITEM_1465,GROCERY,451.59
1466,TOYS_ITEM_1466,TOYS,2223.26
1467,CLOTHING_ITEM_1467,CLOTHING,7311.14
1468,TOYS_ITEM_1468,TOYS,1078.6
1469,GROCERY_ITEM_1469,GROCERY,7730.21
1470,ELECTRONICS_ITEM_1470,ELECTRONICS,5719.52
1471,ELECTRONICS_ITEM_1471,ELECTRONICS,3442.95
1472,HOME_ITEM_1472,HOME,7433.64
1473,ELECTRONICS_ITEM_1473,ELECTRONICS,5330.85
1474,TOYS_ITEM_1474,TOYS,6345.1
1475,TOYS_ITEM_1475,TOYS,6345.61
1476,HOME_ITEM_1476,HOME,4284.07
1477,GROCERY_ITEM_1477,,8553.22
1478,HOME_ITEM_1478,HOME,2154.22
1479,CLOTHING_ITEM_1479,CLOTHING,6781.31
1480,HOME_ITEM_1480,HOME,220.06
1481,HOME_ITEM_1481,HOME,3300.2
1482,GROCERY_ITEM_1482,GROCERY,7982.13
1483,GROCERY_ITEM_1483,GROCERY,616.56
1484,TOYS_ITEM_1484,TOYS,2945.09
1485,HOME_ITEM_1485,HOME,1693.69
1486,ELECTRONICS_ITEM_1486,ELECTRONICS,3827.91
1487,CLOTHING_ITEM_1487,CLOTHING,9153.02
1488,TOYS_ITEM_1488,TOYS,282.23
1489,ELECTRONICS_ITEM_1489,ELECTRONICS,8553.32
1490,CLOTHING_ITEM_1490,CLOTHING,5845.16
1491,GROCERY_ITEM_1491,GROCERY,5042.01
1492,TOYS_ITEM_1492,TOYS,6350.36
1493,CLOTHING_ITEM_1493,CLOTHING,4082.53
1494,ELECTRONICS_ITEM_1494,ELECTRONICS,3396.84
