store_id,store_name,region,country,is_online
287,STORE_287,EAST,UK,0
288,STORE_288,,IN,1
289,STORE_289,CENTRAL,UK,1
290,STORE_290,EAST,IN,0
291,STORE_291,WEST,FR,1
292,STORE_292,EAST,IN,1
293,STORE_293,CENTRAL,US,1
294,STORE_294,NORTH,DE,0
295,STORE_295,SOUTH,FR,1
296,STORE_296,CENTRAL,FR,0
297,STORE_297,CENTRAL,US,1
298,STORE_298,WEST,FR,0
299,STORE_299,NORTH,IN,1
300,STORE_300,EAST,SG,0
301,STORE_301,CENTRAL,UK,1
302,STORE_302,EAST,SG,0
303,STORE_303,NORTH,UK,0
304,STORE_304,SOUTH,SG,1
305,STORE_305,NORTH,UK,0
306,STORE_306,WEST,US,1
307,STORE_307,NORTH,DE,0
308,STORE_308,WEST,UK,0
309,STORE_309,NORTH,IN,1
310,STORE_310,NORTH,US,1
311,STORE_311,NORTH,DE,0
312,STORE_312,CENTRAL,DE,1
313,STORE_313,CENTRAL,FR,0
314,STORE_314,NORTH,UK,1
315,STORE_315,CENTRAL,IN,1
316,STORE_316,CENTRAL,IN,1
317,STORE_317,EAST,US,1
318,STORE_318,CENTRAL,DE,1
319,STORE_319,NORTH,UK,0
320,STORE_320,EAST,DE,0
321,STORE_321,EAST,IN,1
322,STORE_322,WEST,FR,1
323,STORE_323,NORTH,UK,1
324,STORE_324,CENTRAL,FR,0
325,STORE_325,SOUTH,FR,0
326,STORE_326,SOUTH,DE,0
327,STORE_327,NORTH,DE,1
328,STORE_328,NORTH,UK,1
329,STORE_329,WEST,SG,0
330,STORE_330,SOUTH,IN,1
331,STORE_331,WEST,SG,0
332,STORE_332,EAST,IN,1
333,STORE_333,CENTRAL,US,1
334,STORE_334,SOUTH,DE,1
335,STORE_335,WEST,DE,1
336,STORE_336,NORTH,DE,1
337,STORE_337,SOUTH,DE,1
338,STORE_338,WEST,SG,1
339,STORE_339,WEST,FR,1
340,STORE_340,WEST,US,1
341,STORE_341,NORTH,DE,1
342,STORE_342,SOUTH,DE,0
343,STORE_343,NORTH,IN,1
344,STORE_344,CENTRAL,UK,1
345,STORE_345,SOUTH,UK,0
346,STORE_346,WEST,IN,1
347,STORE_347,CENTRAL,DE,1
348,STORE_348,WEST,FR,0
349,STORE_349,EAST,DE,0
350,STORE_350,EAST,SG,0
351,STORE_351,SOUTH,UK,0
352,STORE_352,NORTH,IN,0
353,STORE_353,NORTH,US,0
354,STORE_354,,UK,0
355,STORE_355,EAST,IN,0
356,STORE_356,NORTH,IN,0
357,STORE_357,NORTH,IN,1
358,STORE_358,EAST,DE,1
359,STORE_359,CENTRAL,IN,1
360,STORE_360,WEST,FR,1
361,STORE_361,NORTH,FR,1
362,STORE_362,SOUTH,US,0
363,STORE_363,SOUTH,SG,0
364,STORE_364,SOUTH,UK,1
365,STORE_365,CENTRAL,US,1
366,STORE_366,WEST,SG,0
367,STORE_367,CENTRAL,IN,1
368,STORE_368,NORTH,FR,0
369,STORE_369,WEST,FR,1
370,STORE_370,WEST,UK,0
371,STORE_371,WEST,SG,1
372,STORE_372,SOUTH,UK,1
373,STORE_373,SOUTH,SG,1
374,STORE_374,WEST,IN,0
375,STORE_375,WEST,FR,0
376,STORE_376,EAST,SG,1
377,STORE_377,WEST,DE,1
378,STORE_378,CENTRAL,SG,0
379,STORE_379,NORTH,DE,0
380,STORE_380,CENTRAL,DE,0
381,STORE_381,SOUTH,US,0
382,STORE_382,CENTRAL,SG,1
383,STORE_383,NORTH,FR,1
384,STORE_384,SOUTH,US,1
385,STORE_385,EAST,UK,0
386,STORE_386,CENTRAL,DE,1
387,STORE_387,NORTH,FR,0
388,STORE_388,CENTRAL,SG,0
389,STORE_389,SOUTH,FR,1
390,STORE_390,WEST,SG,0
391,STORE_391,SOUTH,FR,1
392,STORE_392,EAST,IN,0
393,STORE_393,WEST,FR,0
394,STORE_394,WEST,SG,0
395,STORE_395,WEST,FR,1
396,STORE_396,,UK,0
397,STORE_397,EAST,DE,0
398,STORE_398,EAST,UK,1
399,STORE_399,EAST,IN,1
400,STORE_400,SOUTH,DE,0
401,STORE_401,WEST,SG,0
402,STORE_402,WEST,IN,0
403,STORE_403,SOUTH,SG,0
404,STORE_404,NORTH,SG,0
405,STORE_405,NORTH,SG,0
406,STORE_406,CENTRAL,DE,0
407,STORE_407,WEST,SG,1
408,STORE_408,CENTRAL,US,1
409,STORE_409,WEST,UK,1
410,STORE_410,SOUTH,IN,0
411,STORE_411,SOUTH,US,0
412,STORE_412,NORTH,US,0
413,STORE_413,WEST,FR,0
414,STORE_414,SOUTH,UK,0
415,STORE_415,SOUTH,SG,0
416,STORE_416,SOUTH,US,1
417,STORE_417,,US,1
418,STORE_418,EAST,US,1
419,STORE_419,NORTH,DE,0
420,STORE_420,CENTRAL,US,0
421,STORE_421,EAST,FR,1
422,STORE_422,CENTRAL,SG,0
423,STORE_423,SOUTH,US,0
424,STORE_424,SOUTH,US,1
425,STORE_425,WEST,DE,0
426,STORE_426,CENTRAL,FR,1
427,STORE_427,NORTH,IN,0
428,STORE_428,CENTRAL,DE,0
429,STORE_429,SOUTH,IN,0
430,STORE_430,SOUTH,DE,1
431,STORE_431,SOUTH,IN,1
432,STORE_432,EAST,SG,1
433,STORE_433,EAST,UK,1
434,STORE_434,SOUTH,US,1
435,STORE_435,NORTH,SG,0
436,STORE_436,EAST,FR,1
437,STORE_437,EAST,UK,0
438,STORE_438,SOUTH,SG,1
439,STORE_439,CENTRAL,SG,1
440,STORE_440,SOUTH,IN,0
441,STORE_441,WEST,UK,1
442,STORE_442,NORTH,FR,0
443,STORE_443,WEST,UK,0
444,STORE_444,SOUTH,SG,0
445,STORE_445,NORTH,DE,0
446,STORE_446,CENTRAL,US,0
447,STORE_447,WEST,DE,0
448,STORE_448,WEST,SG,1
449,STORE_449,WEST,UK,1
450,STORE_450,CENTRAL,FR,1
451,STORE_451,WEST,IN,1
452,STORE_452,WEST,US,0
453,STORE_453,SOUTH,UK,0
454,STORE_454,CENTRAL,US,1
455,STORE_455,CENTRAL,IN,0
456,STORE_456,SOUTH,FR,1
457,STORE_457,NORTH,UK,1
458,STORE_458,CENTRAL,SG,1
459,STORE_459,WEST,DE,0
460,STORE_460,CENTRAL,US,1
461,STORE_461,CENTRAL,IN,0
462,STORE_462,NORTH,DE,1
463,STORE_463,SOUTH,UK,0
464,STORE_464,CENTRAL,FR,1
465,STORE_465,SOUTH,US,1
466,STORE_466,SOUTH,DE,1
467,STORE_467,WEST,IN,1
468,STORE_468,SOUTH,DE,0
469,STORE_469,NORTH,IN,1
470,STORE_470,NORTH,IN,0
471,STORE_471,WEST,UK,1
472,STORE_472,EAST,SG,1
473,STORE_473,WEST,DE,1
474,STORE_474,WEST,US,1
475,STORE_475,NORTH,IN,1
476,STORE_476,WEST,SG,1
477,STORE_477,EAST,UK,0
478,STORE_478,WEST,IN,1
479,STORE_479,WEST,SG,1
480,STORE_480,CENTRAL,SG,0
481,STORE_481,SOUTH,IN,0
482,STORE_482,EAST,FR,0
483,STORE_483,SOUTH,SG,0
484,STORE_484,NORTH,FR,0
485,STORE_485,SOUTH,UK,0
486,STORE_486,CENTRAL,DE,0
487,STORE_487,EAST,SG,1
488,STORE_488,NORTH,US,0
489,STORE_489,NORTH,US,0
490,STORE_490,SOUTH,UK,1
491,STORE_491,SOUTH,IN,0
492,STORE_492,WEST,SG,0
493,STORE_493,NORTH,US,1
494,STORE_494,NORTH,UK,0
495,STORE_495,CENTRAL,FR,1
496,STORE_496,EAST,FR,1
497,STORE_497,SOUTH,US,0
498,STORE_498,CENTRAL,US,1
499,STORE_499,CENTRAL,IN,0
500,STORE_500,CENTRAL,US,1
501,STORE_501,SOUTH,FR,0
502,STORE_502,NORTH,DE,0
503,STORE_503,NORTH,UK,1
504,STORE_504,WEST,FR,1
505,STORE_505,SOUTH,IN,0
506,STORE_506,CENTRAL,IN,1
507,STORE_507,CENTRAL,IN,1
508,STORE_508,CENTRAL,DE,1
509,STORE_509,NORTH,DE,1
510,STORE_510,CENTRAL,FR,1
511,STORE_511,EAST,UK,1
512,STORE_512,CENTRAL,IN,0
513,STORE_513,CENTRAL,UK,0
514,STORE_514,NORTH,IN,1
515,STORE_515,EAST,SG,0
516,STORE_516,WEST,US,1
517,STORE_517,EAST,DE,0
518,STORE_518,NORTH,SG,0
519,STORE_519,CENTRAL,SG,0
520,STORE_520,,DE,0
521,STORE_521,EAST,FR,1
522,STORE_522,SOUTH,US,0
523,STORE_523,SOUTH,US,1
524,STORE_524,SOUTH,DE,1
525,STORE_525,SOUTH,IN,1
526,STORE_526,SOUTH,DE,0
527,STORE_527,SOUTH,IN,0
528,STORE_528,EAST,US,1
529,STORE_529,NORTH,SG,1
530,STORE_530,WEST,US,0
531,STORE_531,WEST,DE,1
532,STORE_532,EAST,FR,1
533,STORE_533,SOUTH,DE,1
534,STORE_534,WEST,IN,1
535,STORE_535,WEST,IN,1
536,STORE_536,SOUTH,SG,1
537,STORE_537,WEST,SG,1
538,STORE_538,WEST,UK,0
539,STORE_539,CENTRAL,DE,0
540,STORE_540,EAST,SG,1
541,STORE_541,CENTRAL,FR,1
542,STORE_542,NORTH,DE,1
543,STORE_543,WEST,US,0
544,STORE_544,CENTRAL,IN,1
545,STORE_545,WEST,US,1
546,STORE_546,NORTH,UK,0
547,STORE_547,CENTRAL,IN,0
548,STORE_548,NORTH,IN,0
549,STORE_549,NORTH,DE,1
550,STORE_550,CENTRAL,US,0
551,STORE_551,CENTRAL,US,1
552,STORE_552,SOUTH,DE,1
553,STORE_553,,FR,1
554,STORE_554,NORTH,US,0
555,STORE_555,SOUTH,UK,0
556,STORE_556,CENTRAL,IN,0
557,STORE_557,SOUTH,FR,0
558,STORE_558,SOUTH,DE,1
559,STORE_559,EAST,UK,1
560,STORE_560,EAST,SG,1
561,STORE_561,EAST,DE,0
562,STORE_562,WEST,FR,1
563,STORE_563,CENTRAL,US,1
564,STORE_564,EAST,DE,1
565,STORE_565,NORTH,DE,1
566,STORE_566,NORTH,DE,1
567,STORE_567,CENTRAL,DE,1
568,STORE_568,CENTRAL,FR,1
569,STORE_569,SOUTH,IN,1
570,STORE_570,NORTH,US,1
571,STORE_571,WEST,FR,0
572,STORE_572,SOUTH,DE,1
573,STORE_573,NORTH,FR,0
574,STORE_574,EAST,SG,0
575,STORE_575,NORTH,FR,1
576,STORE_576,CENTRAL,DE,0
577,STORE_577,,IN,0
578,STORE_578,CENTRAL,IN,0
579,STORE_579,NORTH,US,1
580,STORE_580,SOUTH,UK,0
581,STORE_581,EAST,DE,1
582,STORE_582,NORTH,IN,0
583,STORE_583,WEST,US,0
584,STORE_584,EAST,SG,0
585,STORE_585,CENTRAL,US,0
586,STORE_586,EAST,DE,0
587,STORE_587,CENTRAL,UK,1
588,STORE_588,SOUTH,DE,0
589,STORE_589,CENTRAL,US,1
590,STORE_590,NORTH,SG,0
591,STORE_591,SOUTH,UK,0
592,STORE_592,NORTH,IN,1
593,STORE_593,SOUTH,US,0
594,STORE_594,CENTRAL,IN,0
595,STORE_595,CENTRAL,SG,0
596,STORE_596,SOUTH,UK,1
597,STORE_597,CENTRAL,DE,1
598,STORE_598,WEST,SG,1
599,STORE_599,CENTRAL,US,0
600,STORE_600,SOUTH,IN,1
601,STORE_601,SOUTH,FR,1
602,STORE_602,NORTH,FR,0
603,STORE_603,WEST,UK,0
604,STORE_604,SOUTH,DE,1
605,STORE_605,CENTRAL,UK,0
606,STORE_606,EAST,SG,0
607,STORE_607,CENTRAL,SG,1
608,STORE_608,WEST,FR,0
609,STORE_609,CENTRAL,UK,1
610,STORE_610,NORTH,FR,0
611,STORE_611,NORTH,FR,1
612,STORE_612,CENTRAL,SG,1
613,STORE_613,EAST,US,1
614,STORE_614,NORTH,FR,1
615,STORE_615,NORTH,UK,1
616,STORE_616,CENTRAL,UK,1
617,STORE_617,CENTRAL,US,1
618,STORE_618,NORTH,IN,0
619,STORE_619,WEST,UK,0
620,STORE_620,CENTRAL,DE,1
621,STORE_621,SOUTH,US,1
622,STORE_622,WEST,SG,1
623,STORE_623,NORTH,US,0
624,STORE_624,EAST,FR,0
625,STORE_625,NORTH,SG,0
626,STORE_626,SOUTH,DE,0
627,STORE_627,EAST,UK,1
628,STORE_628,CENTRAL,UK,1
629,STORE_629,NORTH,US,0
630,STORE_630,WEST,FR,1
631,STORE_631,CENTRAL,US,1
632,STORE_632,EAST,DE,1
633,STORE_633,WEST,US,0
634,STORE_634,CENTRAL,DE,1
635,STORE_635,WEST,FR,0
636,STORE_636,CENTRAL,IN,1
637,STORE_637,,IN,1
638,STORE_638,SOUTH,FR,0
639,STORE_639,WEST,DE,0
640,STORE_640,WEST,DE,1
641,STORE_641,NORTH,FR,0
642,STORE_642,WEST,US,1
643,STORE_643,SOUTH,US,0
644,STORE_644,WEST,DE,1
645,STORE_645,CENTRAL,IN,0
646,STORE_646,WEST,IN,1
647,STORE_647,EAST,UK,1
648,STORE_648,NORTH,SG,0
649,STORE_649,CENTRAL,IN,1
650,STORE_650,WEST,UK,0
651,STORE_651,EAST,SG,1
652,STORE_652,CENTRAL,UK,0
653,STORE_653,EAST,FR,0
654,STORE_654,SOUTH,FR,0
655,STORE_655,EAST,SG,1
656,STORE_656,NORTH,SG,0
657,STORE_657,SOUTH,FR,0
658,STORE_658,EAST,IN,0
659,STORE_659,WEST,UK,1
660,STORE_660,SOUTH,DE,0
661,STORE_661,CENTRAL,SG,0
662,STORE_662,EAST,FR,1
663,STORE_663,WEST,IN,1
664,STORE_664,NORTH,SG,1
665,STORE_665,SOUTH,UK,0
666,STORE_666,WEST,UK,0
667,STORE_667,NORTH,DE,0
668,STORE_668,WEST,IN,0
669,STORE_669,CENTRAL,SG,1
670,STORE_670,EAST,DE,0
671,STORE_671,NORTH,UK,1
672,STORE_672,CENTRAL,DE,0
673,STORE_673,SOUTH,DE,1
674,STORE_674,NORTH,FR,1
675,STORE_675,EAST,UK,1
676,STORE_676,SOUTH,DE,1
677,STORE_677,CENTRAL,FR,0
678,STORE_678,WEST,SG,1
679,STORE_679,CENTRAL,SG,0
680,STORE_680,CENTRAL,DE,1
681,STORE_681,NORTH,IN,1
682,STORE_682,EAST,SG,1
683,STORE_683,WEST,US,0
684,STORE_684,NORTH,DE,1
685,STORE_685,CENTRAL,UK,1
686,STORE_686,EAST,DE,1
687,STORE_687,WEST,SG,1
688,STORE_688,NORTH,DE,0
689,STORE_689,CENTRAL,SG,1
690,STORE_690,EAST,FR,0
691,STORE_691,EAST,FR,1
692,STORE_692,WEST,UK,0
693,STORE_693,SOUTH,DE,1
694,STORE_694,EAST,IN,0
695,STORE_695,EAST,DE,1
696,STORE_696,SOUTH,DE,1
697,STORE_697,NORTH,IN,1
698,STORE_698,WEST,US,1
699,STORE_699,WEST,FR,0
700,STORE_700,CENTRAL,IN,1
701,STORE_701,SOUTH,DE,0
702,STORE_702,NORTH,IN,1
703,STORE_703,EAST,DE,0
704,STORE_704,NORTH,DE,1
705,STORE_705,WEST,IN,1
706,STORE_706,WEST,SG,1
707,STORE_707,CENTRAL,US,0
708,STORE_708,SOUTH,DE,1
709,STORE_709,EAST,SG,0
710,STORE_710,CENTRAL,FR,0
711,STORE_711,,US,0
712,STORE_712,EAST,FR,0
713,STORE_713,SOUTH,UK,1
714,STORE_714,CENTRAL,UK,0
715,STORE_715,CENTRAL,SG,0
716,STORE_716,NORTH,DE,1
717,STORE_717,WEST,UK,0
718,STORE_718,EAST,DE,1
719,STORE_719,NORTH,IN,0
720,STORE_720,NORTH,US,0
721,STORE_721,NORTH,IN,0
722,STORE_722,SOUTH,US,1
723,STORE_723,WEST,DE,0
724,STORE_724,WEST,FR,0
725,STORE_725,CENTRAL,SG,1
726,STORE_726,EAST,UK,0
727,STORE_727,WEST,US,1
728,STORE_728,WEST,DE,1
729,STORE_729,NORTH,US,1
730,STORE_730,SOUTH,UK,0
731,STORE_731,NORTH,US,0
732,STORE_732,CENTRAL,IN,1
733,STORE_733,SOUTH,UK,0
734,STORE_734,WEST,UK,0
735,STORE_735,WEST,IN,1
736,STORE_736,WEST,SG,1
737,STORE_737,NORTH,DE,0
738,STORE_738,EAST,US,0
739,STORE_739,,FR,0
740,STORE_740,NORTH,SG,0
741,STORE_741,WEST,SG,0
742,STORE_742,NORTH,DE,1
743,STORE_743,EAST,UK,1
744,STORE_744,NORTH,FR,0
745,STORE_745,EAST,FR,1
746,STORE_746,EAST,FR,0
747,STORE_747,WEST,SG,1
748,STORE_748,NORTH,DE,0
749,STORE_749,NORTH,US,0
750,STORE_750,SOUTH,IN,1
751,STORE_751,SOUTH,UK,1
752,STORE_752,WEST,US,0
753,STORE_753,WEST,UK,0
754,STORE_754,NORTH,SG,0
755,STORE_755,WEST,UK,0
756,STORE_756,EAST,IN,1
757,STORE_757,EAST,FR,1
758,STORE_758,WEST,FR,0
759,STORE_759,SOUTH,FR,1
760,STORE_760,SOUTH,SG,0
761,STORE_761,WEST,FR,1
762,STORE_762,NORTH,US,1
763,STORE_763,CENTRAL,DE,0
764,STORE_764,EAST,UK,1
765,STORE_765,NORTH,IN,0
766,STORE_766,NORTH,SG,0
767,STORE_767,EAST,SG,1
768,STORE_768,SOUTH,UK,0
769,STORE_769,EAST,FR,1
770,STORE_770,SOUTH,IN,0
771,STORE_771,CENTRAL,DE,1
772,STORE_772,EAST,FR,1
773,STORE_773,NORTH,UK,1
774,STORE_774,EAST,UK,0
775,STORE_775,EAST,UK,0
776,STORE_776,NORTH,IN,0
777,STORE_777,NORTH,SG,0
778,STORE_778,CENTRAL,FR,1
